,dates,vcan,text_data,url_data
0,2009010100,1,"Na carta de altitude da 00z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o norte do Chile e sudoeste da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste de SP, Triângulo Mineiro, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), agora com centro sobre o sudeste do PA e norte do TO. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, nordeste da Argentina, RS e SC, a partir deste ponto ele passa a ter predomínio de circulação ciclônica sobre o Atlântico. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 35S, entre o continente (Argentina) e o oceano Atlântico. Por volta de 40W o JPN acopla-se com o Jato Polar Sul (JPS). No extremo sul da Argentina há outro ramo do JPS. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010100.gif
1,2009010112,1,"Na carta de altitude das 12z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o leste da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), agora com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e SC, a partir deste ponto ele passa a ter predomínio de circulação ciclônica sobre o Atlântico. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) atua entre 40 e 60S, com circulação anticiclônica no Pacífico e ciclônica no Atlântico.

 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010112.gif
2,2009010118,1,"Na carta de altitude das 18z de hoje (01/01/2009), observa-se o centro da Alta da Bolívia (AB), agora sobre o sul da Bolívia. A circulação anticiclônica deste sistema atua sobre o norte da Argentina, sobre o Peru, toda a Bolívia, parte do norte do Paraguai, sobre MS, oeste e norte de SP, Triângulo Mineiro e oeste de MG, sul de GO, sudoeste de MT, RO, AC e sul da AM. A nordeste da AB, observa-se um Vórtice Ciclônico de Altos Níveis (VCAN), que permanece com centro sobre o sudeste do PA. Este sistema causa toda uma área de difluência dos ventos em 250hPa entre o PA e o AM, o que auxilia na nebulosidade observada sobre esta área, ver imagem de satélite. A sul da AB há um ramo do Jato Subtropical (JST), que desloca-se entre o Chile, centro-norte da Argentina, RS e sul de SC. A sul deste jato há um outro cavado onde predomina o Jato Polar Norte (JPN), localizado a sul de 37S, entre o continente (Argentina) e o oceano Atlântico. O Jato Polar Sul (JPS) não atua sobre o continente, e tem circulação anticiclônica no Pacífico e ciclônica no Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010118.gif
3,2009010200,1,"Na carta de altitude da 00z de hoje (02/01), observa-se a Alta da Bolívia (AB), atuando sobre a Bolívia, Peru, MS, extremo oeste de SP, sul de GO e centro-sul de MT. Ao sul desta área de circulação anticiclônica nota-se o Jato Subtropical (JST), que atinge o Chile, nordeste da Argentina e RS. A sul deste ramo do JST há um ramo do Jato Polar Norte (JPN), que atinge a província de Buenos Aires e desloca-se pelo Atlântico, onde contorna um cavado significativo. Entre o Chile e Argentina, logo ao sul do JST, há um segundo cavado.  No extremo sul do continente a influência é dos ventos associados com o JPN e com o Jato Polar Sul (JPS). 
No sul do PA há um Vórtice Ciclônico de Altos Níveis (VCAN). Este VCAN se deslocou nos últimos dias desde o norte do Nordeste até esta área. Este VCAN também influencia o norte do PA, nordeste da AM e RR, áreas com significativa difluência dos ventos em 250hPa, que junto com o calor e umidade em superfície, causa a nebulosidade observada na imagem de satélite.
Entre a AB atuando sobre o sul do Centro-Oeste e o JST que desloca-se entre o Sul e o Atlântico, também há uma significativa área  de difluência dos ventos que atua sobre o Sudeste. Nesta área entre o Sudeste e MS, a nebulosidade é resultado tanto desta difluência dos ventos quanto por conta de resquícios da zona de convergência que atuou nesta área. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010200.gif
4,2009010212,1,"Na carta de altitude das 12z de hoje (02/01), observa-se a Alta da Bolívia (AB), atuando sobre a Bolívia, Peru, MS, extremo oeste de SP, sul de GO e centro-sul de MT. Ao sul desta área de circulação anticiclônica nota-se o Jato Subtropical (JST), atuando no centro-norte da Argentina e RS. A sul deste ramo do JST há um ramo do Jato Polar Norte (JPN), que atingia a província de Buenos Aires na análise anterior, e agora atua somente sobre o Atlântico, onde contorna um cavado. Entre o Chile e Argentina, logo ao sul do JST, há um segundo cavado bastante significativo.  O Jato Polar Sul (JPS) atua a sul de 50S, e não toca o continente. No sudoeste do PA há um Vórtice Ciclônico de Altos Níveis (VCAN), que se deslocou nos últimos dias desde o norte do Nordeste até esta área. Este VCAN também influencia o norte do PA, nordeste da AM e RR, áreas com significativa difluência dos ventos em 250hPa. Entre a AB atuando sobre o sul do Centro-Oeste e o JST que desloca-se entre o Sul e o Atlântico, também há uma significativa área  de difluência dos ventos que atua sobre o Sudeste. Nesta área entre o Sudeste e MS, a nebulosidade é resultado tanto desta difluência dos ventos quanto por conta de resquícios da zona de convergência que atuou nesta área. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010212.gif
5,2009010218,1,"Na carta de altitude das 18z de hoje (02/01), não houve mudanças significativas no padrão sinótico descrito nas análises anteriores, portanto, observa-se a Alta da Bolívia (AB), atuando sobre a Bolívia, Peru, MS, extremo oeste de SP, sul de GO e centro-sul de MT. Ao sul desta área de circulação anticiclônica nota-se o Jato Subtropical (JST), atuando no centro-norte da Argentina e RS. A sul deste ramo do JST há um ramo do Jato Polar Norte (JPN), que nesta análise atua somente sobre o Atlântico, onde contorna um cavado. Entre o Chile e Argentina, logo ao sul do JST, há um segundo cavado bastante significativo.  O Jato Polar Sul (JPS) atua a sul de 50S, tocando o extremo sul do continente. Entre o oeste do PA e o AM há um Vórtice Ciclônico de Altos Níveis (VCAN), que se deslocou nos últimos dias desde o norte do Nordeste até esta área. Este VCAN também influencia o norte do PA, nordeste da AM e RR, áreas com significativa difluência dos ventos em 250hPa. Entre a AB atuando sobre o sul do Centro-Oeste e o JST que desloca-se entre o Sul e o Atlântico, também há uma significativa área  de difluência dos ventos que atua sobre o Sudeste. Nesta área entre o Sudeste e MS, a nebulosidade é resultado tanto desta difluência dos ventos quanto por conta de resquícios da zona de convergência que atuou nesta área. 
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010218.gif
6,2009010300,0,"Na carta de altitude da 00z de hoje (03/01), nota-se uma área de circulação anticiclônica associada a Alta da Bolívia (AB) atuando na parte central, oeste e norte do continente, no entanto, o centro deste sistema não está bem configurado. Um cavado invertido pode ser notado a norte da circulação anticiclônica, citada anteriormente, estendendo seu eixo entre a parte central do Mato Grosso (MT) e centro-norte do Amazonas (AM). Outra área com presença de perturbações ciclônicas é notada sobre o Pará (PA) e sobre  parte da Região Nordeste do Brasil. Um cavado de menor amplitude é notado entre o norte de São Paulo (SP) e leste do Paraná (PR) favorecendo o levantamento e a formação de instabilidade entre o triângulo Mineiro e o norte paulista (ver imagem de satélite). Ao sul da área de circulação anticiclônica nota-se o Jato Subtropical (JST), atuando em parte do norte e do nordeste da Argentina, Rio Grande do Sul (RS) e sul de Santa Catarina (SC) seguindo de forma zonal para o Atlântico. Sobre este oceano, este máximo de vento acopla-se a um ramo do Jato Polar Norte (JPN). Estes máximos de vento contornam a vanguarda de um amplo cavado que se estende desde o centro-leste da Argentina seguindo pelo Atlântico em torno do paralelo 37S e dão suporte a uma frente fria observada em superfície a leste da região Sul do Brasil. Outro cavado pode ser notado a sudoeste deste cavado estendendo seu eixo entre o Pacífico, passando pelo sul da Província de Buenos Aires seguindo pelo Atlântico de forma quase longitudinal em torno de 59W passando praticamente sobre as Ilhas Malvinas. Entre o Pacífico e o Atlântico a oeste das Ilhas Malvinas pode-se notar outro ramo do JPN acoplado ao Jato Polar Sul (JPS) cortando o sul do continente. Outro ramo do JPS pode ser notado sobre o Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010300.gif
7,2009010312,0,"Na carta de altitude das 12z de hoje (03/01), ainda é possível notar uma área de circulação anticiclônica associada a Alta da Bolívia (AB) atuando na parte central, oeste e norte do continente, no entanto, o centro deste sistema não está bem configurado. Um cavado invertido pode ser notado a norte da circulação anticiclônica, citada anteriormente, estendendo seu eixo entre o norte do Mato Grosso (MT) e centro-norte do Amazonas (AM). Outra área com presença de perturbações ciclônicas é notada sobre o Pará (PA) e sobre  parte da Região Nordeste do Brasil. Um cavado de menor amplitude é notado entre o sudeste de GO, triângulo mineiro, norte de São Paulo (SP) e leste do Paraná (PR) favorecendo o levantamento e a formação de instabilidade entre o triângulo Mineiro e o norte paulista. Ao sul da área de circulação anticiclônica nota-se o Jato Subtropical (JST), atuando em parte do norte e do nordeste da Argentina, sul do Paraguai, Rio Grande do Sul (RS) e sul de Santa Catarina (SC) seguindo pelo Atlântico. Sobre este oceano, este máximo de vento acopla-se a um ramo do Jato Polar Norte (JPN). Estes máximos de vento contornam a vanguarda de um amplo cavado que se estende desde o centro-leste da Argentina e Região Sul do Brasil seguindo pelo Atlântico em torno do paralelo 37S e dão suporte a uma frente fria observada em superfície a leste da região Sul do Brasil. Entre o Pacífico e o Atlântico a oeste das Ilhas Malvinas pode-se notar outro ramo do JPN acoplado ao Jato Polar Sul (JPS) cortando o sul do continente. Outros ramos destes máximos de vento podem ser notado sobre o Atlântico.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010312.gif
8,2009010400,1,"Na carta de altitude da 00z de hoje (04/01), a circulação anticiclônica associada a Alta da Bolívia (AB) atuando predominando em grande parte do centro-norte do continente. O centro deste sistema permanece sem uma boa configuração. Um cavado invertido pode ser notado a norte da circulação anticiclônica, citada anteriormente, estendendo seu eixo entre o centro do Mato Grosso (MT), centro-norte do Amazonas (AM) e noroeste de RR onde se percebe um pequeno Vórtice Ciclônico de Altos Níveis (VCAN). Este cavado na altura da parte central de MT praticamente se acopla a outro cavado de pouca amplificação que estende seu eixo até aproximadamente o norte/noroeste de São Paulo (SP). Estes dois cavados auxiliam o levantamento, a convergência de umidade e toda a convecção na camada mais baixa da troposfera ajudando a manter na baixa troposfera a Zona de Convergência do Atlântico Sul (ZCAS) (ver imagem de satélite). Ao sul da área de circulação anticiclônica pode-se perceber o Jato Subtropical (JST), atuando em parte do norte da Argentina, sul do Paraguai, norte do Rio Grande do Sul (RS), Santa Catarina (SC), faixa sul do Paraná (PR) seguindo pelo Atlântico onde, na altura do meridiano de 40W, acopla-se aos ramos do Jato Polar Norte (JPN) e do Jato Polar Sul (JPS). Estes máximos de vento contornam a vanguarda de um amplo cavado que se estende desde o Chile e oeste da Argentina (próximo a 30S) seguindo pelo Uruguai e extremo sul do RS seguindo pelo Atlântico Sul, em torno do meridiano 39W, próximo a ilha Geórgia do Sul. Entre o Pacífico e o Atlântico pode-se notar outro ramo do JPN acoplado ao Jato Polar Sul (JPS) cortando o sul do continente.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010400.gif
9,2009010412,1,"Na carta de altitude das 12z de hoje (04/01), a circulação anticiclônica associada a Alta da Bolívia (AB) atua predominando em grande parte do centro-norte do continente. O centro deste sistema permanece sem uma boa configuração. Embebidos nesta ampla área de circulação anticiclônica nota-se a presença de alguns cavados invertidos. Um cavado invertido pode ser notado a norte da circulação anticiclônica, citada anteriormente, estendendo seu eixo entre o norte do Mato Grosso (MT), centro-oeste do Amazonas (AM) e noroeste de RR onde se percebe um pequeno Vórtice Ciclônico de Altos Níveis (VCAN). Este cavado  praticamente se acopla a outro cavado de pouca amplificação que estende seu eixo até aproximadamente o norte/noroeste de São Paulo (SP). Estes dois cavados auxiliam o levantamento, a convergência de umidade e toda a convecção na camada mais baixa da troposfera ajudando a manter na baixa troposfera a Zona de Convergência do Atlântico Sul (ZCAS) (ver imagem de satélite). Ao sul da área de circulação anticiclônica pode-se perceber o Jato Subtropical (JST), atuando em parte do norte da Argentina, Paraguai, Paraná (PR) e nordeste de Santa Catarina (SC) seguindo pelo Atlântico onde, na altura do meridiano de 40W, acopla-se aos ramos do Jato Polar Norte (JPN) e do Jato Polar Sul (JPS). Estes máximos de vento contornam a vanguarda de um amplo cavado que se estende desde o norte da Argentina (próximo a 30S) seguindo pelo Uruguai e RS seguindo pelo Atlântico Sul, em torno do meridiano 39W, próximo a ilha Geórgia do Sul. Entre o Pacífico e o Atlântico pode-se notar outro ramo do JPN acoplado ao Jato Polar Sul (JPS) cortando o sul do continente.
 Visualizar imagem de 250 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Altitude/altitude_2009010412.gif
